libelle_court,libelle_long,libelle_edition,id
'ECOSI','ENSEIGNEMENT COMMUN (SI)','Enseignement commun (SI)',4227
'SISR','SISR','Solutions d''infrastructure, systèmes et réseaux',4228
'SLAM','SLAM','Solutions logicielles et applications métiers',4229
'PRPEN','PROJETS PERSONNALISES ENCADRES','Projets personnalisés encadrés',4233
'P1P2','P1 PLUS P2','P1 plus P2',4234
'P3P4','P3 PLUS P4','P3 plus P4',4235
'P5P6','P5 PLUS P6','P5 plus P6',4236
'P7','P7','P7',4237
'ATEPR','ATELIERS PROFESSIONNELS','Ateliers professionnels',4239
'MOPAP','MODULE OPTIONNEL D''APPROFONDISSEMENT','Module optionnel d''approfondissement',4240
'AREID','ACCES RESSOURCES INFORMATIQ. & DOCUMENT.','Accès aux ressources informatiques et documentaires',4241
'LCALA','LANGUES ET CULTURES DE L''ANTIQUITE LATIN','Langues et cultures de l''Antiquité LATIN',4242
'LCAGR','LANGUES ET CULTURES DE L''ANTIQUITE GREC','Langues et cultures de l''Antiquité GREC',4243
'ALL1H','ALLEMAND LV1 HORS ETABLISSEMENT','Allemand langue vivante 1 hors établissement',3917
'ALL2H','ALLEMAND LV2 HORS ETABLISSEMENT','Allemand langue vivante 2 hors établissement',3918
'ALL3H','ALLEMAND LV3 HORS ETABLISSEMENT','Allemand langue vivante 3 hors établissement',3919
'ALL4H','ALLEMAND LV RENFORCE HORS ETABLISSEMENT','Allemand langue vivante renforcée hors établissement',3920
'AGL1H','ANGLAIS LV1 HORS ETABLISSEMENT','Anglais langue vivante 1 hors établissement',3921
'AGL2H','ANGLAIS LV2 HORS ETABLISSEMENT','Anglais langue vivante 2 hors établissement',3922
'AGL3H','ANGLAIS LV3 HORS ETABLISSEMENT','Anglais langue vivante 3 hors établissement',3923
'AGL4H','ANGLAIS LV RENFORCE HORS ETABLISSEMENT','Anglais langue vivante renforcée hors établissement',3924
'DAN1H','DANOIS LV1 HORS ETABLISSEMENT','Danois langue vivante 1 hors établissement',3925
'DAN2H','DANOIS LV2 HORS ETABLISSEMENT','Danois langue vivante 2 hors établissement',3926
'DAN3H','DANOIS LV3 HORS ETABLISSEMENT','Danois langue vivante 3 hors établissement',3927
'DAN4H','DANOIS LV RENFORCE HORS ETABLISSEMENT','Danois langue vivante renforcée hors établissement',3928
'ESP1H','ESPAGNOL LV1 HORS ETABLISSEMENT','Espagnol langue vivante 1 hors établissement',3929
'ESP2H','ESPAGNOL LV2 HORS ETABLISSEMENT','Espagnol langue vivante 2 hors établissement',3930
'ESP3H','ESPAGNOL LV3 HORS ETABLISSEMENT','Espagnol langue vivante 3 hors établissement',3931
'ESP4H','ESPAGNOL LV RENFORCE HORS ETABLISSEMENT','Espagnol langue vivante renforcée hors établissement',3932
'GRE1H','GREC MODERNE LV1 HORS ETABLISSEMENT','Grec moderne langue vivante 1 hors établissement',3933
'GRE2H','GREC MODERNE LV2 HORS ETABLISSEMENT','Grec moderne langue vivante 2 hors établissement',3934
'GRE3H','GREC MODERNE LV3 HORS ETABLISSEMENT','Grec moderne langue vivante 3 hors établissement',3935
'GRE4H','GREC MODERNE RENFORCE HORS ETABLISSEMENT','Grec moderne langue vivante renforcée hors établissement',3936
'NDL1H','NEERLANDAIS LV1 HORS ETABLISSEMENT','Néerlandais langue vivante 1 hors établissement',3937
'NDL2H','NEERLANDAIS LV2 HORS ETABLISSEMENT','Néerlandais langue vivante 2 hors établissement',3938
'NDL3H','NEERLANDAIS LV3 HORS ETABLISSEMENT','Néerlandais langue vivante 3 hors établissement',3939
'NDL4H','NEERLANDAIS LV RENFORCE HORS ETAB.','Néerlandais langue vivante renforcée hors établissement',3940
'POL1H','POLONAIS LV1 HORS ETABLISSEMENT','Polonais langue vivante 1 hors établissement',3941
'POL2H','POLONAIS LV2 HORS ETABLISSEMENT','Polonais langue vivante 2 hors établissement',3942
'POL3H','POLONAIS LV3 HORS ETABLISSEMENT','Polonais langue vivante 3 hors établissement',3943
'POL4H','POLONAIS LV RENFORCE HORS ETABLISSEMENT','Polonais langue vivante renforcée hors établissement',3944
'ARM1H','ARMENIEN LV1 HORS ETABLISSEMENT','Arménien langue vivante 1 hors établissement',3945
'ARM2H','ARMENIEN LV2 HORS ETABLISSEMENT','Arménien langue vivante 2 hors établissement',3946
'ARM3H','ARMENIEN LV3 HORS ETABLISSEMENT','Arménien langue vivante 3 hors établissement',3947
'ARM4H','ARMENIEN LV RENFORCE HORS ETABLISSEMENT','Arménien langue vivante renforcée hors établissement',3948
'AMH2H','AMHARIQUE LV2 HORS ETABLISSEMENT','Amharique langue vivante 2 hors établissement',3949
'AMH3H','AMHARIQUE LV3 HORS ETABLISSEMENT','Amharique langue vivante 3 hors établissement',3950
'BER2H','BERBERE LV2 HORS ETABLISSEMENT','Berbère langue vivante 2 hors établissement',3951
'BER3H','BERBERE LV3 HORS ETABLISSEMENT','Berbère langue vivante 3 hors établissement',3952
'BUL2H','BULGARE LV2 HORS ETABLISSEMENT','Bulgare langue vivante 2 hors établissement',3953
'BUL3H','BULGARE LV3 HORS ETABLISSEMENT','Bulgare langue vivante 3 hors établissement',3954
'CAM1H','CAMBODGIEN LV1 HORS ETABLISSEMENT','Cambodgien langue vivante 1 hors établissement',3955
'CAM2H','CAMBODGIEN LV2 HORS ETABLISSEMENT','Cambodgien langue vivante 2 hors établissement',3956
'CAM3H','CAMBODGIEN LV3 HORS ETABLISSEMENT','Cambodgien langue vivante 3 hors établissement',3957
'CAM4H','CAMBODGIEN LV RENFORCE HORS ETAB.','Cambodgien langue vivante renforcée hors établissement',3958
'VIE1H','VIETNAMIEN LV1 HORS ETABLISSEMENT','Vietnamien langue vivante 1 hors établissement',3959
'VIE2H','VIETNAMIEN LV2 HORS ETABLISSEMENT','Vietnamien langue vivante 2 hors établissement',3960
'VIE3H','VIETNAMIEN LV3 HORS ETABLISSEMENT','Vietnamien langue vivante 3 hors établissement',3961
'VIE4H','VIETNAMIEN LV RENFORCE HORS ETAB.','Vietnamien langue vivante renforcée hors établissement',3962
'FIN1H','FINNOIS LV1 HORS ETABLISSEMENT','Finnois langue vivante 1 hors établissement',3963
'FIN2H','FINNOIS LV2 HORS ETABLISSEMENT','Finnois langue vivante 2 hors établissement',3964
'FIN3H','FINNOIS LV3 HORS ETABLISSEMENT','Finnois langue vivante 3 hors établissement',3965
'FIN4H','FINNOIS LV RENFORCE HORS ETABLISSEMENT','Finnois langue vivante renforcée hors établissement',3966
'HON2H','HONGROIS LV2 HORS ETABLISSEMENT','Hongrois langue vivante 2 hors établissement',3967
'HON3H','HONGROIS LV3 HORS ETABLISSEMENT','Hongrois langue vivante 3 hors établissement',3968
'ISL2H','ISLANDAIS LV2 HORS ETABLISSEMENT','Islandais langue vivante 2 hors établissement',3969
'ISL3H','ISLANDAIS LV3 HORS ETABLISSEMENT','Islandais langue vivante 3 hors établissement',3970
'NOR1H','NORVEGIEN LV1 HORS ETABLISSEMENT','Norvégien langue vivante 1 hors établissement',3971
'NOR2H','NORVEGIEN LV2 HORS ETABLISSEMENT','Norvégien langue vivante 2 hors établissement',3972
'NOR3H','NORVEGIEN LV3 HORS ETABLISSEMENT','Norvégien langue vivante 3 hors établissement',3973
'NOR4H','NORVEGIEN LV RENFORCE HORS ETABLISSEMENT','Norvégien langue vivante renforcée hors établissement',3974
'MLG2H','MALGACHE LV2 HORS ETABLISSEMENT','Malgache langue vivante 2 hors établissement',3975
'MLG3H','MALGACHE LV3 HORS ETABLISSEMENT','Malgache langue vivante 3 hors établissement',3976
'ROU2H','ROUMAIN LV2 HORS ETABLISSEMENT','Roumain langue vivante 2 hors établissement',3977
'ROU3H','ROUMAIN LV3 HORS ETABLISSEMENT','Roumain langue vivante 3 hors établissement',3978
'TCH2H','TCHEQUE LV2 HORS ETABLISSEMENT','Tchèque langue vivante 2 hors établissement',3979
'TCH3H','TCHEQUE LV3 HORS ETABLISSEMENT','Tchèque langue vivante 3 hors établissement',3980
'PER1H','PERSAN LV1 HORS ETABLISSEMENT','Persan langue vivante 1 hors établissement',3981
'PER2H','PERSAN LV2 HORS ETABLISSEMENT','Persan langue vivante 2 hors établissement',3982
'PER3H','PERSAN LV3 HORS ETABLISSEMENT','Persan langue vivante 3 hors établissement',3983
'PER4H','PERSAN LV RENFORCE HORS ETABLISSEMENT','Persan langue vivante renforcée hors établissement',3984
'LAO2H','LAOTIEN LV2 HORS ETABLISSEMENT','Laotien langue vivante 2 hors établissement',3985
'LAO3H','LAOTIEN LV3 HORS ETABLISSEMENT','Laotien langue vivante 3 hors établissement',3986
'SUE1H','SUEDOIS LV1 HORS ETABLISSEMENT','Suédois langue vivante 1 hors établissement',3987
'SUE2H','SUEDOIS LV2 HORS ETABLISSEMENT','Suédois langue vivante 2 hors établissement',3988
'SUE3H','SUEDOIS LV3 HORS ETABLISSEMENT','Suédois langue vivante 3 hors établissement',3989
'SUE4H','SUEDOIS LV RENFORCE HORS ETABLISSEMENT','Suédois langue vivante renforcée hors établissement',3990
'ALB2H','ALBANAIS LV2 HORS ETABLISSEMENT','Albanais langue vivante 2 hors établissement',3991
'ALB3H','ALBANAIS LV3 HORS ETABLISSEMENT','Albanais langue vivante 3 hors établissement',3992
'SER2H','SERBE LV2 HORS ETABLISSEMENT','Serbe langue vivante 2 hors établissement',3993
'SER3H','SERBE LV3 HORS ETABLISSEMENT','Serbe langue vivante 3 hors établissement',3994
'CRO2H','CROATE LV2 HORS ETABLISSEMENT','Croate langue vivante 2 hors établissement',3995
'CRO3H','CROATE LV3 HORS ETABLISSEMENT','Croate langue vivante 3 hors établissement',3996
'BAM2H','BAMBARA LV2 HORS ETABLISSEMENT','Bambara langue vivante 2 hors établissement',3997
'BAM3H','BAMBARA LV3 HORS ETABLISSEMENT','Bambara langue vivante 3 hors établissement',3998
'COE2H','COREEN LV2 HORS ETABLISSEMENT','Coréen langue vivante 2 hors établissement',3999
'COE3H','COREEN LV3 HORS ETABLISSEMENT','Coréen langue vivante 3 hors établissement',4000
'HAO2H','HAOUSSA LV2 HORS ETABLISSEMENT','Haoussa langue vivante 2 hors établissement',4001
'HAO3H','HAOUSSA LV3 HORS ETABLISSEMENT','Haoussa langue vivante 3 hors établissement',4002
'HIN2H','HINDI LV2 HORS ETABLISSEMENT','Hindi langue vivante 2 hors établissement',4003
'HIN3H','HINDI LV3 HORS ETABLISSEMENT','Hindi langue vivante 3 hors établissement',4004
'INM2H','INDONESIEN-MALAYSIEN LV2 HORS ETAB.','Indonésien-malaysien langue vivante 2 hors établissement',4005
'INM3H','INDONESIEN-MALAYSIEN LV3 HORS ETAB.','Indonésien-malaysien langue vivante 3 hors établissement',4006
'MAC2H','MACEDONIEN LV2 HORS ETABLISSEMENT','Macédonien langue vivante 2 hors établissement',4007
'MAC3H','MACEDONIEN LV3 HORS ETABLISSEMENT','Macédonien langue vivante 3 hors établissement',4008
'PEU2H','PEUHL LV2 HORS ETABLISSEMENT','Peuhl langue vivante 2 hors établissement',4009
'PEU3H','PEUHL LV3 HORS ETABLISSEMENT','Peuhl langue vivante 3 hors établissement',4010
'SLQ2H','SLOVAQUE LV2 HORS ETABLISSEMENT','Slovaque langue vivante 2 hors établissement',4011
'SLQ3H','SLOVAQUE LV3 HORS ETABLISSEMENT','Slovaque langue vivante 3 hors établissement',4012
'SLN2H','SLOVENE LV2 HORS ETABLISSEMENT','Slovène langue vivante 2 hors établissement',4013
'SLN3H','SLOVENE LV3 HORS ETABLISSEMENT','Slovène langue vivante 3 hors établissement',4014
'SWA2H','SWAHILI LV2 HORS ETABLISSEMENT','Swahili langue vivante 2 hors établissement',4015
'SWA3H','SWAHILI LV3 HORS ETABLISSEMENT','Swahili langue vivante 3 hors établissement',4016
'TAM2H','TAMOUL LV2 HORS ETABLISSEMENT','Tamoul langue vivante 2 hors établissement',4017
'TAM3H','TAMOUL LV3 HORS ETABLISSEMENT','Tamoul langue vivante 3 hors établissement',4018
'AUV2H','AUVERGNAT LV2 HORS ETABLISSEMENT','Auvergnat langue vivante 2 hors établissement',4019
'AUV3H','AUVERGNAT LV3 HORS ETABLISSEMENT','Auvergnat langue vivante 3 hors établissement',4020
'AUV4H','AUVERGNAT LV RENFORCEE HORS ETAB.','Auvergnat langue vivante renforcée hors établissement',4021
'AUVRH','AUVERGNAT LV.REG. HORS ETABLISSEMENT','Auvergnat langue vivante régionale hors établissement',4022
'BAS2H','BASQUE LV2 HORS ETABLISSEMENT','Basque langue vivante 2 hors établissement',4023
'BAS3H','BASQUE LV3 HORS ETABLISSEMENT','Basque langue vivante 3 hors établissement',4024
'BAS4H','BASQUE LV RENFORCEE HORS ETABLISSEMENT','Basque langue vivante renforcée hors établissement',4025
'BASRH','BASQUE LV.REG. HORS ETABLISSEMENT','Basque langue vivante régionale hors établissement',4026
'BRE2H','BRETON LV2 HORS ETABLISSEMENT','Breton langue vivante 2 hors établissement',4027
'BRE3H','BRETON LV3 HORS ETABLISSEMENT','Breton langue vivante 3 hors établissement',4028
'BRE4H','BRETON LV RENFORCEE HORS ETABLISSEMENT','Breton langue vivante renforcée hors établissement',4029
'BRERH','BRETON LV.REG. HORS ETABLISSEMENT','Breton langue vivante régionale hors établissement',4030
'CAT2H','CATALAN LV2 HORS ETABLISSEMENT','Catalan langue vivante 2 hors établissement',4031
'CAT3H','CATALAN LV3 HORS ETABLISSEMENT','Catalan langue vivante 3 hors établissement',4032
'CAT4H','CATALAN LV RENFORCEE HORS ETABLISSEMENT','Catalan langue vivante renforcée hors établissement',4033
'CATRH','CATALAN LV.REG. HORS ETABLISSEMENT','Catalan langue vivante régionale hors établissement',4034
'COR2H','CORSE LV2 HORS ETABLISSEMENT','Corse langue vivante 2 hors établissement',4035
'COR3H','CORSE LV3 HORS ETABLISSEMENT','Corse langue vivante 3 hors établissement',4036
'COR4H','CORSE LV RENFORCEE HORS ETABLISSEMENT','Corse langue vivante renforcée hors établissement',4037
'CORRH','CORSE LV.REG. HORS ETABLISSEMENT','Corse langue vivante régionale hors établissement',4038
'GAL2H','GALLO LV2 HORS ETABLISSEMENT','Gallo langue vivante 2 hors établissement',4039
'GAL3H','GALLO LV3 HORS ETABLISSEMENT','Gallo langue vivante 3 hors établissement',4040
'GAL4H','GALLO LV RENFORCEE HORS ETABLISSEMENT','Gallo langue vivante renforcée hors établissement',4041
'MASPC','MATHEMATIQUES/SCIENCES PHYSIQ. & CHIMIQ.','Mathématiques/sciences physiques et chimiques',3721
'ECOGE','ECONOMIE-GESTION','Economie-gestion',3722
'ENPRO','ENSEIGNEMENT PROFESSIONNEL','Enseignement professionnel',3723
'GALRH','GALLO LV.REG. HORS ETABLISSEMENT','Gallo langue vivante régionale hors établissement',4042
'GAS2H','GASCON LV2 HORS ETABLISSEMENT','Gascon langue vivante 2 hors établissement',4043
'GAS3H','GASCON LV3 HORS ETABLISSEMENT','Gascon langue vivante 3 hors établissement',4044
'GAS4H','GASCON LV RENFORCEE HORS ETABLISSEMENT','Gascon langue vivante renforcée hors établissement',4045
'GASRH','GASCON LV.REG. HORS ETABLISSEMENT','Gascon langue vivante régionale hors établissement',4046
'LAN2H','LANGUEDOCIEN LV2 HORS ETABLISSEMENT','Languedocien langue vivante 2 hors établissement',4047
'LAN3H','LANGUEDOCIEN LV3 HORS ETABLISSEMENT','Languedocien langue vivante 3 hors établissement',4048
'LAN4H','LANGUEDOCIEN LV RENFORCEE HORS ETAB.','Languedocien langue vivante renforcée hors établissement',4049
'LANRH','LANGUEDOCIEN LV.REG. HORS ETABLISSEMENT','Languedocien langue vivante régionale hors établissement',4050
'OCC2H','LANGUE D''OC LV2 HORS ETABLISSEMENT','Langue d''oc langue vivante 2 hors établissement',4051
'OCC3H','LANGUE D''OC LV3 HORS ETABLISSEMENT','Langue d''oc langue vivante 3 hors établissement',4052
'OCC4H','LANGUE D''OC LV RENFORCEE HORS ETAB.','Langue d''oc langue vivante renforcée hors établissement',4053
'OCCRH','LANGUE D''OC LV.REG. HORS ETABLISSEMENT','Langue d''oc langue vivante régionale hors établissement',4054
'LRA2H','LANGUES REG. D''ALSACE LV2 HORS ETAB.','Langues régionales d''Alsace langue vivante 2 hors établissement',4055
'LRA3H','LANGUES REG. ALSACE LV3 HORS ETAB.','Langues régionales d''Alsace langue vivante 3 hors établissement',4056
'LRA4H','LANGUES REG. ALSACE RENFORCEE HORS ETAB.','Langues régionales d''Alsace langue vivante renforcée hors étab.',4057
'LRARH','LANGUES D''ALSACE LV.REG. HORS ETAB.','Langues régionales d''Alsace langue vivante régionale hors étab.',4058
'LIM2H','LIMOUSIN LV2 HORS ETABLISSEMENT','Limousin langue vivante 2 hors établissement',4059
'LIM3H','LIMOUSIN LV3 HORS ETABLISSEMENT','Limousin langue vivante 3 hors établissement',4060
'LIM4H','LIMOUSIN LV RENFORCEE HORS ETAB.','Limousin langue vivante renforcée hors établissement',4061
'LIMRH','LIMOUSIN LV.REG. HORS ETABLISSEMENT','Limousin langue vivante régionale hors établissement',4062
'NIS2H','NISSART LV2 HORS ETABLISSEMENT','Nissart langue vivante 2 hors établissement',4063
'NIS3H','NISSART LV3 HORS ETABLISSEMENT','Nissart langue vivante 3 hors établissement',4064
'NIS4H','NISSART LV RENFORCEE HORS ETABLISSEMENT','Nissart langue vivante renforcée hors établissement',4065
'NISRH','NISSART LV.REG. HORS ETABLISSEMENT','Nissart langue vivante régionale hors établissement',4066
'PRV2H','PROVENCAL LV2 HORS ETABLISSEMENT','Provençal langue vivante 2 hors établissement',4067
'PRV3H','PROVENCAL LV3 HORS ETABLISSEMENT','Provençal langue vivante 3 hors établissement',4068
'PRV4H','PROVENCAL LV RENFORCEE HORS ETAB.','Provençal langue vivante renforcée hors établissement',4069
'PRVRH','PROVENCAL LV.REG. HORS ETABLISSEMENT','Provençal langue vivante régionale hors établissement',4070
'TAH2H','TAHITIEN LV2 HORS ETABLISSEMENT','Tahitien langue vivante 2 hors établissement',4071
'TAH3H','TAHITIEN LV3 HORS ETABLISSEMENT','Tahitien langue vivante 3 hors établissement',4072
'TAH4H','TAHITIEN LV RENFORCEE HORS ETABLISSEMENT','Tahitien langue vivante renforcée hors établissement',4073
'TAHRH','TAHITIEN LV.REG. HORS ETABLISSEMENT','Tahitien langue vivante régionale hors établissement',4074
'VAL2H','VIVARO-ALPIN LV2 HORS ETABLISSEMENT','Vivaro-alpin langue vivante 2 hors établissement',4075
'VAL3H','VIVARO-ALPIN LV3 HORS ETABLISSEMENT','Vivaro-alpin langue vivante 3 hors établissement',4076
'VAL4H','VIVARO-ALPIN LV RENFORCEE HORS ETAB.','Vivaro-alpin langue vivante renforcée hors établissement',4077
'VALRH','VIVARO-ALPIN LV.REG. HORS ETABLISSEMENT','Vivaro-alpin langue vivante régionale hors établissement',4078
'MANEC','MANAGEMENT DE L''ENTITE COMMERCIALE','Management de l''entité commerciale',3542
'VPSCP','MISE EN VAL PROD. ET SERV. ET COM. PUB.','Mise en val. de produits et de services et communication publicitaire',3543
'TNERC','TECHNIQUE DE NEGOCIATION RELATION CLIENT','Techniques de négociation relation client',3544
'TECOM','TECHNOLOGIES COMMERCIALES','Technologies commerciales',3546
'IMSMA','IMAGE ET MISE EN SCENE DE LA MARQUE','Image et mise en scène de la marque',3547
'CSCTE','CADRE SCIENTIFIQUE ET TECHNOLOGIQUE','Cadre scientifique et technologique',3548
'SMVSM','SC. MATIERE ET VIE ET SCIENCES MEDICALES','Sciences de la matiere et de la vie et sciences médicales',3552
'IMDTR','SC. & TECHN., FOND. METH. IMAG. MEDICALE','Sciences et techniques, fondements et méthode en imagerie médicale',3553
'IIMDT','SC. & TECHN, INTERV. EN IMAG. MEDICALE','Sciences et techniques, interventionq en imagerie médicale',3555
'OUTMT','OUTILS ET METHODES DE TRAVAIL','Outils et méthodes de travail',3556
'INSPP','INTEGRAT. SAVOIRS & POSTURE PROFESSION.','Integration des savoirs et posture professionnelle',3557
'EEJME','ENVIR. ECON., JURID. & MANAGER. EDITION','Environnement économique, juridique et managérial de l''édition',3561
'ERPED','ETUDE & REALISATION DE PROJETS D''EDITION','Etude et réalisation de projets d''édition',3562
'EGAAE','ECONOMIE-GESTION APPLIQU. AGROEQUIPEMENT','Economie-gestion appliquée à l''agroéquipement',3563
'MCMAT','MODELISATION  COMPORTEMENT DES MATERIELS','Modélisation du comportement des matériels',3564
'ACMAE','AGRON. & CONNAIS. MILIEU AGROEQUIPEMENT','Agronomie et connaissances du milieu de l''agroéquipement',3565
'TIMAT','TECHNOLOGIE & INTERVENTION SUR MATERIELS','Technologie et intervention sur matériels',3566
'EPCAR','ETUDE DES PRODUITS CARROSSES','Etude des produits carrossés',3567
'CPCAR','CONCEPTION DES PRODUITS CARROSSES','Conception des produits carrossés',3568
'A-SPE','ARTS DU SPECTACLE','Arts du spectacle',2595
'PATRI','PATRIMOINES','Patrimoines',2596
'EAEDD','ECOLOGIE, ECOLO.AGRO.TERRIT.DEV.DURABLE','Ecologie, ecolo.agro.territ.dev.durable',2597
'TPIII','TRAVAIL PARTENARIAT INSTUT.ET INTERINSTI','Travail partenariat instut.et interinsti',2686
'CCDES','CREATION & CULTURE DESIGN','Creation & culture design',2603
'MEPRO','METHODOLOGIE DE PROJET','Methodologie de projet',2685
'GVQSE','GEST.VIE QUOTIDIENNE DS SERV.OU ENTREPR.','Gest.vie quotidienne ds serv.ou entrepr.',2688
'CPHOV','CULTURE PHOTOGRAPHIQUE ET VISUELLE','Culture photographique et visuelle',2689
'GDROI','GESTION ET DROIT','Gestion et droit',2690
'TSENS','TECHNOLOGIE SENSITOMETRIE','Technologie sensitometrie',2691
'TQUIP','TECHNOLOGIE EQUIPEMENTS','Technologie equipements',2692
